date,close,high,low,open,volume
2023-01-03,1839.70,1839.70,1836.20,1836.20,29.00
2023-01-04,1852.80,1859.10,1845.60,1845.60,25.00
2023-01-05,1834.80,1855.20,1834.80,1855.20,24.00
2023-01-06,1864.20,1868.20,1835.30,1838.40,26.00
2023-01-09,1872.70,1880.00,1867.00,1867.00,62.00
2023-01-10,1871.60,1878.10,1871.60,1877.80,101.00
2023-01-11,1874.60,1877.80,1873.10,1873.10,1236.00
2023-01-12,1895.50,1897.40,1877.20,1877.20,59.00
2023-01-13,1918.40,1920.90,1898.30,1899.00,512.00
2023-01-17,1907.20,1920.10,1905.20,1920.10,706.00
2023-01-18,1904.40,1911.10,1903.10,1911.10,1027.00
2023-01-19,1922.10,1931.80,1922.10,1922.10,371.00
2023-01-20,1926.40,1928.50,1921.40,1922.10,1346.00
2023-01-23,1927.10,1927.10,1915.00,1926.50,218.00
2023-01-24,1933.90,1936.80,1931.80,1931.80,201.00
2023-01-25,1941.20,1941.20,1939.80,1941.20,7.00
2023-01-26,1929.10,1937.10,1927.10,1936.60,131.00
2023-01-27,1928.60,1928.60,1928.60,1928.60,150902.00
2023-01-30,1922.90,1933.60,1920.30,1928.30,27220.00
2023-01-31,1929.50,1930.40,1900.60,1923.00,1910.00
2023-02-01,1927.80,1955.00,1922.00,1927.20,2290.00
2023-02-02,1916.30,1959.10,1911.30,1952.30,748.00
2023-02-03,1862.90,1917.00,1861.50,1912.40,992.00
2023-02-06,1866.20,1880.00,1863.40,1865.60,424.00
2023-02-07,1871.70,1875.70,1868.00,1870.00,297.00
2023-02-08,1877.40,1880.40,1872.10,1872.10,230.00
2023-02-09,1866.20,1884.60,1859.80,1875.30,223.00
2023-02-10,1862.80,1863.50,1852.40,1861.60,27.00
2023-02-13,1851.90,1861.00,1850.00,1859.00,569.00
2023-02-14,1854.00,1862.00,1846.20,1854.10,656.00
2023-02-15,1834.20,1842.00,1828.20,1842.00,368.00
2023-02-16,1842.00,1843.70,1827.20,1838.60,222.00
2023-02-17,1840.40,1842.20,1818.40,1827.40,35.00
2023-02-21,1833.00,1843.00,1833.00,1842.60,862.00
2023-02-22,1832.00,1836.20,1825.10,1835.70,278.00
2023-02-23,1818.00,1827.50,1818.00,1826.40,291.00
2023-02-24,1808.80,1808.80,1808.80,1808.80,404.00
2023-02-27,1817.00,1817.50,1808.90,1811.60,829.00
2023-02-28,1828.90,1830.00,1808.10,1808.10,618.00
2023-03-01,1837.70,1841.70,1827.10,1827.10,211.00
2023-03-02,1833.50,1836.30,1830.00,1830.00,154.00
2023-03-03,1847.70,1855.40,1837.30,1837.30,61.00
2023-03-06,1847.90,1853.80,1844.20,1853.30,5.00
2023-03-07,1813.90,1840.90,1813.90,1840.90,450.00
2023-03-08,1812.70,1812.90,1811.50,1811.60,75.00
2023-03-09,1829.30,1829.30,1815.60,1816.40,332.00
2023-03-10,1862.00,1868.50,1852.00,1852.30,248.00
2023-03-13,1911.70,1913.10,1875.10,1890.80,503.00
2023-03-14,1906.20,1912.20,1901.10,1912.20,107.00
2023-03-15,1926.60,1926.60,1898.50,1903.90,564.00
2023-03-16,1919.00,1931.70,1909.90,1909.90,394.00
2023-03-17,1969.80,1985.10,1946.00,1946.00,82.00
2023-03-20,1979.20,2003.90,1968.90,1988.30,389.00
2023-03-21,1938.00,1973.80,1938.00,1973.80,47.00
2023-03-22,1946.80,1974.00,1946.80,1946.80,50.00
2023-03-23,1993.80,1994.60,1990.50,1990.50,33.00
2023-03-24,1982.10,1995.40,1982.10,1991.70,19.00
2023-03-27,1952.40,1957.20,1952.40,1957.20,877.00
2023-03-28,1972.40,1972.40,1972.40,1972.40,21.00
2023-03-29,1966.10,1966.10,1966.10,1966.10,88563.00
2023-03-30,1980.30,1984.40,1954.90,1965.90,10119.00
2023-03-31,1969.00,1986.80,1968.00,1981.30,957.00
2023-04-03,1983.90,1991.70,1950.00,1968.10,737.00
2023-04-04,2022.20,2027.10,1979.00,1984.60,811.00
2023-04-05,2020.90,2033.80,2013.60,2022.10,525.00
2023-04-06,2011.90,2023.30,2005.00,2022.20,0.00
2023-04-10,1989.10,2006.60,1984.00,2000.00,652.00
2023-04-11,2004.80,2006.50,1991.40,1991.40,68.00
2023-04-12,2010.90,2025.70,2005.20,2005.20,172.00
2023-04-13,2041.30,2048.60,2015.60,2015.60,1043.00
2023-04-14,2002.20,2047.80,1995.00,2041.00,718.00
2023-04-17,1994.20,2007.60,1983.20,2002.70,554.00
2023-04-18,2007.40,2007.40,1996.90,1996.90,72.00
2023-04-19,1995.20,2006.40,1969.80,2005.70,61.00
2023-04-20,2007.60,2007.60,1998.00,1998.00,164.00
2023-04-21,1979.50,1996.20,1974.10,1996.20,132.00
2023-04-24,1989.10,1989.80,1977.40,1981.30,145.00
2023-04-25,1994.00,1999.10,1982.30,1995.70,306.00
2023-04-26,1985.70,1998.80,1985.60,1997.80,615.00
2023-04-27,1989.90,2002.30,1979.90,1990.60,355.00
2023-04-28,1990.10,1990.10,1977.70,1986.90,152.00
2023-05-01,1983.40,2005.00,1976.90,1980.10,210.00
2023-05-02,2014.30,2018.00,1994.70,1994.70,1896.00
2023-05-03,2028.60,2035.10,2015.20,2017.10,1349.00
2023-05-04,2048.00,2072.00,2040.00,2045.00,930.00
2023-05-05,2017.40,2046.40,2004.30,2046.40,59.00
2023-05-08,2026.30,2026.30,2022.50,2022.50,3.00
2023-05-09,2036.20,2037.30,2025.90,2026.60,241.00
2023-05-10,2030.50,2044.30,2029.50,2032.30,248.00
2023-05-11,2014.70,2038.30,2014.00,2034.10,90.00
2023-05-12,2014.50,2014.50,2014.50,2014.50,115.00
2023-05-15,2018.00,2018.00,2013.80,2013.80,3.00
2023-05-16,1988.40,1988.40,1988.40,1988.40,49.00
2023-05-17,1980.70,1983.60,1980.70,1983.60,13.00
2023-05-18,1956.50,1956.80,1956.50,1956.50,23.00
2023-05-19,1978.70,1978.70,1960.00,1960.00,106.00
2023-05-22,1974.80,1980.50,1974.80,1980.50,8.00
2023-05-23,1972.40,1972.40,1972.40,1972.40,1.00
2023-05-24,1962.80,1975.40,1962.80,1975.40,189.00
2023-05-25,1943.10,1943.10,1943.10,1943.10,1.00
2023-05-26,1944.10,1948.40,1944.10,1948.20,166036.00
2023-05-30,1958.00,1962.60,1931.00,1942.70,37838.00
2023-05-31,1963.90,1973.00,1953.00,1958.20,5959.00
2023-06-01,1978.00,1983.00,1954.30,1963.20,750.00
2023-06-02,1952.40,1982.50,1947.40,1977.10,356.00
2023-06-05,1958.00,1961.90,1937.80,1947.50,713.00
2023-06-06,1965.50,1965.50,1958.80,1960.80,164.00
2023-06-07,1942.70,1968.40,1940.70,1959.00,139.00
2023-06-08,1963.60,1969.00,1943.10,1943.20,433.00
2023-06-09,1962.20,1969.80,1960.30,1965.10,49.00
2023-06-12,1955.30,1963.50,1951.40,1959.70,212.00
2023-06-13,1944.60,1967.50,1940.30,1960.60,343.00
2023-06-14,1955.30,1958.20,1940.30,1946.20,202.00
2023-06-15,1957.80,1958.80,1926.00,1941.70,329.00
2023-06-16,1958.40,1962.90,1953.50,1961.40,119.00
2023-06-20,1935.50,1958.60,1931.30,1958.60,193.00
2023-06-21,1933.30,1936.80,1920.00,1935.60,557.00
2023-06-22,1912.70,1921.00,1912.10,1920.00,237.00
2023-06-23,1919.10,1932.50,1918.70,1918.70,105.00
2023-06-26,1923.70,1928.50,1922.50,1922.90,71.00
2023-06-27,1914.00,1929.40,1914.00,1927.00,49.00
2023-06-28,1912.30,1912.30,1912.30,1912.30,628.00
2023-06-29,1909.20,1909.90,1892.50,1909.90,289.00
2023-06-30,1921.10,1921.10,1900.60,1908.60,445.00
2023-07-03,1921.70,1929.50,1917.90,1917.90,41.00
2023-07-05,1919.60,1933.90,1914.70,1923.50,193.00
2023-07-06,1908.70,1910.20,1903.20,1909.30,81.00
2023-07-07,1926.20,1934.10,1913.40,1913.40,61.00
2023-07-10,1925.00,1926.10,1912.30,1923.60,269.00
2023-07-11,1931.30,1937.00,1924.20,1925.00,142.00
2023-07-12,1956.20,1958.00,1932.20,1932.30,132.00
2023-07-13,1959.20,1961.10,1953.00,1961.10,121.00
2023-07-14,1960.10,1960.60,1952.70,1958.40,94.00
2023-07-17,1952.40,1956.50,1946.60,1954.00,29.00
2023-07-18,1977.20,1978.40,1963.40,1968.80,83.00
2023-07-19,1977.50,1977.50,1973.00,1977.00,35.00
2023-07-20,1968.30,1973.70,1965.60,1973.70,638.00
2023-07-21,1964.30,1964.30,1961.80,1961.80,50.00
2023-07-24,1960.30,1965.50,1960.30,1965.30,2.00
2023-07-25,1962.10,1962.50,1953.00,1953.00,19.00
2023-07-26,1968.90,1972.00,1966.20,1966.20,51.00
2023-07-27,1945.40,1945.40,1945.40,1945.40,194253.00
2023-07-28,1960.40,1962.20,1944.20,1945.50,23155.00
2023-07-31,1970.50,1971.60,1950.00,1959.20,1025.00
2023-08-01,1940.70,1965.40,1940.70,1964.90,688.00
2023-08-02,1937.40,1953.60,1933.20,1948.40,652.00
2023-08-03,1932.00,1936.50,1928.00,1934.20,773.00
2023-08-04,1939.60,1945.00,1920.00,1934.90,290.00
2023-08-07,1933.50,1941.00,1929.80,1941.00,376.00
2023-08-08,1924.10,1933.20,1923.00,1931.70,555.00
2023-08-09,1915.40,1928.80,1913.70,1925.40,451.00
2023-08-10,1914.40,1927.80,1911.40,1921.10,178.00
2023-08-11,1912.90,1916.60,1911.80,1913.00,57.00
2023-08-14,1910.60,1912.60,1903.30,1909.30,46.00
2023-08-15,1902.50,1907.70,1895.00,1906.00,73.00
2023-08-16,1896.10,1904.50,1890.30,1904.50,22.00
2023-08-17,1884.10,1902.40,1884.00,1893.70,245.00
2023-08-18,1886.10,1891.80,1886.10,1891.80,19.00
2023-08-21,1893.30,1893.60,1893.30,1893.60,876.00
2023-08-22,1896.40,1896.80,1892.80,1894.60,46.00
2023-08-23,1918.50,1918.50,1909.60,1909.60,547.00
2023-08-24,1918.20,1920.80,1918.20,1920.00,337.00
2023-08-25,1911.10,1919.80,1911.10,1919.80,195.00
2023-08-28,1917.90,1921.50,1915.50,1915.50,99.00
2023-08-29,1936.50,1936.50,1916.90,1917.90,1674.00
2023-08-30,1944.30,1946.40,1934.60,1936.00,396.00
2023-08-31,1938.20,1944.40,1938.20,1944.40,491.00
2023-09-01,1939.80,1950.00,1936.60,1950.00,167.00
2023-09-05,1926.20,1934.40,1924.70,1934.40,113.00
2023-09-06,1918.10,1925.30,1916.30,1924.10,24.00
2023-09-07,1917.50,1921.50,1917.50,1917.60,41.00
2023-09-08,1918.40,1924.70,1918.40,1924.00,105.00
2023-09-11,1923.30,1928.30,1921.80,1923.00,50.00
2023-09-12,1911.30,1920.80,1911.30,1920.80,365.00
2023-09-13,1909.10,1914.60,1908.90,1910.30,15.00
2023-09-14,1910.00,1910.00,1903.00,1903.00,169.00
2023-09-15,1923.70,1927.30,1923.50,1923.50,8.00
2023-09-18,1931.50,1931.50,1926.40,1928.20,19.00
2023-09-19,1932.00,1934.00,1932.00,1934.00,6.00
2023-09-20,1945.60,1945.60,1929.20,1945.60,119.00
2023-09-21,1919.20,1924.00,1919.20,1924.00,9.00
2023-09-22,1925.40,1925.40,1925.40,1925.40,1.00
2023-09-25,1916.60,1916.60,1916.60,1916.60,114.00
2023-09-26,1900.40,1905.10,1900.40,1905.00,161.00
2023-09-27,1871.60,1871.60,1871.60,1871.60,12251.00
2023-09-28,1860.40,1878.20,1856.70,1875.50,4654.00
2023-09-29,1848.10,1872.30,1846.00,1864.30,1605.00
2023-10-02,1830.00,1845.90,1826.70,1844.10,2309.00
2023-10-03,1824.60,1830.90,1816.80,1825.00,310.00
2023-10-04,1818.50,1828.20,1816.40,1821.80,357.00
2023-10-05,1816.60,1826.30,1815.60,1826.30,393.00
2023-10-06,1830.20,1831.80,1809.40,1819.00,390.00
2023-10-09,1849.50,1861.50,1842.50,1842.50,232.00
2023-10-10,1861.00,1861.40,1852.80,1857.00,236.00
2023-10-11,1872.80,1874.60,1869.10,1869.50,65.00
2023-10-12,1869.30,1881.20,1867.00,1874.70,46.00
2023-10-13,1927.40,1930.10,1877.50,1877.50,43.00
2023-10-16,1921.10,1921.10,1910.30,1910.40,53.00
2023-10-17,1922.70,1925.80,1914.30,1914.30,103.00
2023-10-18,1955.30,1957.90,1935.00,1935.00,67.00
2023-10-19,1968.40,1977.70,1945.70,1950.10,1945.00
2023-10-20,1982.50,1988.60,1980.40,1981.10,557.00
2023-10-23,1976.30,1978.90,1972.90,1976.20,127.00
2023-10-24,1975.00,1975.00,1970.30,1970.30,10.00
2023-10-25,1984.10,1985.30,1971.20,1971.20,97.00
2023-10-26,1987.20,1988.20,1980.40,1988.20,521.00
2023-10-27,1988.60,1988.60,1988.60,1988.60,372.00
2023-10-30,1996.20,2004.10,1992.50,2004.10,157.00
2023-10-31,1985.20,2001.00,1983.70,1996.50,84.00
2023-11-01,1978.80,1990.50,1977.80,1990.50,41.00
2023-11-02,1985.60,1990.30,1979.50,1989.10,39.00
2023-11-03,1991.50,1991.50,1989.00,1989.00,12.00
2023-11-06,1981.60,1981.60,1977.40,1981.60,130.00
2023-11-07,1966.80,1966.80,1960.70,1966.50,20.00
2023-11-08,1951.50,1967.80,1947.70,1967.80,43.00
2023-11-09,1964.20,1964.20,1945.30,1951.70,10.00
2023-11-10,1932.60,1959.60,1932.60,1959.60,375.00
2023-11-13,1945.50,1947.20,1934.00,1939.90,191.00
2023-11-14,1961.80,1965.80,1961.80,1965.80,2.00
2023-11-15,1960.10,1962.80,1960.00,1962.80,6.00
2023-11-16,1983.90,1983.90,1964.60,1965.30,39.00
2023-11-17,1981.60,1984.00,1979.80,1982.50,32.00
2023-11-20,1977.70,1979.40,1969.70,1978.70,182.00
2023-11-21,1999.30,2005.50,1988.50,1990.70,16.00
2023-11-22,1991.40,1999.40,1991.00,1999.10,6075.00
2023-11-24,2002.20,2002.20,1991.50,1991.90,63.00
2023-11-27,2011.80,2011.80,2011.70,2011.70,228.00
2023-11-28,2039.70,2042.70,2039.70,2040.60,174665.00
2023-11-29,2047.10,2052.10,2036.00,2041.70,15290.00
2023-11-30,2038.10,2047.10,2033.10,2046.10,2506.00
2023-12-01,2071.00,2073.20,2036.00,2038.30,614.00
2023-12-04,2024.10,2130.20,2021.00,2075.30,1071.00
2023-12-05,2018.50,2037.00,2010.20,2035.10,289.00
2023-12-06,2030.50,2035.80,2019.00,2019.90,417.00
2023-12-07,2029.90,2034.90,2024.00,2029.20,67.00
2023-12-08,1998.30,2033.10,1995.00,2031.70,449.00
2023-12-11,1978.00,2004.20,1977.20,2004.10,651.00
2023-12-12,1977.80,1994.20,1977.80,1984.20,95.00
2023-12-13,1982.30,2024.80,1975.00,1978.50,2252.00
2023-12-14,2030.20,2040.10,2024.30,2024.70,236.00
2023-12-15,2021.10,2043.40,2018.30,2032.60,261.00
2023-12-18,2026.30,2032.80,2024.00,2024.30,100.00
2023-12-19,2038.40,2042.70,2025.20,2025.20,498.00
2023-12-20,2034.50,2037.10,2030.30,2037.10,258.00
2023-12-21,2039.10,2044.50,2033.00,2035.80,228.00
2023-12-22,2057.10,2068.70,2052.20,2055.70,202.00
2023-12-26,2058.20,2060.80,2054.20,2060.00,64.00
2023-12-27,2081.90,2081.90,2064.80,2067.30,586.00
2023-12-28,2073.90,2087.30,2066.50,2081.60,338.00
2023-12-29,2062.40,2068.90,2062.10,2068.00,47.00
